時間戳記	lux1	lux2	led	dilution factor
2020/4/21 上午 9:32:10	2410.63	3732.31	67	1.5^6X
2020/4/21 上午 9:32:11	2441.44	3775.51	68	1.5^6X
2020/4/21 上午 9:32:12	2441.44	3796.4	68	1.5^6X
2020/4/21 上午 9:32:13	2483.66	3840.09	68	1.5^6X
2020/4/21 上午 9:32:14	2483.17	3829.18	68	1.5^6X
2020/4/21 上午 9:32:15	2479.21	3835.16	69	1.5^6X
2020/4/21 上午 9:32:16	2498.57	3875.89	70	1.5^6X
2020/4/21 上午 9:32:17	2536.34	3894.26	70	1.5^6X
2020/4/21 上午 9:32:18	2553.23	3952.87	71	1.5^6X
2020/4/21 上午 9:32:19	2582.06	3996.07	71	1.5^6X
2020/4/21 上午 9:32:20	2593.47	4009.01	71	1.5^6X
2020/4/21 上午 9:32:21	2587.54	4006.98	72	1.5^6X
2020/4/21 上午 9:32:22	2597.96	4013.45	73	1.5^6X
2020/4/21 上午 9:32:23	2664.57	4103.36	73	1.5^6X
2020/4/21 上午 9:32:24	2667.53	4123.26	73	1.5^6X
2020/4/21 上午 9:32:25	2666.54	4122.77	74	1.5^6X
2020/4/21 上午 9:32:26	2661.06	4113.78	74	1.5^6X
2020/4/21 上午 9:32:27	2697.35	4172.39	75	1.5^6X
2020/4/21 上午 9:32:28	2709.79	4210.16	75	1.5^6X
2020/4/21 上午 9:32:29	2738.09	4236.97	76	1.5^6X
2020/4/21 上午 9:32:30	2746.53	4267.29	76	1.5^6X
2020/4/21 上午 9:32:31	2773.88	4283.19	76	1.5^6X
2020/4/21 上午 9:32:32	2766.92	4272.77	76	1.5^6X
2020/4/21 上午 9:32:33	2771.41	4293.6	77	1.5^6X
2020/4/21 上午 9:32:34	2814.12	4350.73	78	1.5^6X
2020/4/21 上午 9:32:35	2814.62	4343.77	78	1.5^6X
2020/4/21 上午 9:32:36	2843.94	4397.93	78	1.5^6X
2020/4/21 上午 9:32:37	2843.94	4407.86	79	1.5^6X
2020/4/21 上午 9:32:38	2881.71	4441.63	79	1.5^6X
2020/4/21 上午 9:32:39	2887.69	4463.51	79	1.5^6X
2020/4/21 上午 9:32:40	2874.75	4445.63	79	1.5^6X
2020/4/21 上午 9:32:41	2881.71	4455.06	80	1.5^6X
2020/4/21 上午 9:32:42	2902.1	4464.49	80	1.5^6X
2020/4/21 上午 9:32:43	2921.46	4521.13	81	1.5^6X
2020/4/21 上午 9:32:44	2944.82	4519.65	81	1.5^6X
2020/4/21 上午 9:32:45	2959.23	4573.26	81	1.5^6X
2020/4/21 上午 9:32:46	2947.82	4573.26	81	1.5^6X
2020/4/21 上午 9:32:47	2954.74	4576.72	82	1.5^6X
2020/4/21 上午 9:32:48	2980.12	4578.75	82	1.5^6X
2020/4/21 上午 9:32:49	2998.49	4635.82	83	1.5^6X
2020/4/21 上午 9:32:50	3024.85	4683.52	84	1.5^6X
2020/4/21 上午 9:32:51	3028.8	4689	84	1.5^6X
2020/4/21 上午 9:32:52	3065.58	4734.72	84	1.5^6X
2020/4/21 上午 9:32:53	3069.58	4751.06	84	1.5^6X
2020/4/21 上午 9:32:54	3070.03	4751.56	85	1.5^6X
2020/4/21 上午 9:32:55	3076	4742.62	85	1.5^6X
2020/4/21 上午 9:32:56	3106.32	4802.27	86	1.5^6X
2020/4/21 上午 9:32:57	3113.28	4809.18	86	1.5^6X
2020/4/21 上午 9:32:58	3139.15	4865.32	86	1.5^6X
2020/4/21 上午 9:32:59	3139.15	4851.45	86	1.5^6X
2020/4/21 上午 9:33:00	3146.07	4854.41	87	1.5^6X
2020/4/21 上午 9:33:01	3155.54	4894.15	87	1.5^6X
2020/4/21 上午 9:33:02	3173.91	4919.98	88	1.5^6X
2020/4/21 上午 9:33:03	3186.35	4931.87	88	1.5^6X
2020/4/21 上午 9:33:04	3213.66	4965.15	89	1.5^6X
2020/4/21 上午 9:33:05	3250.93	5032.75	89	1.5^6X
2020/4/21 上午 9:33:07	3248.96	5032.7	89	1.5^6X
2020/4/21 上午 9:33:08	3248.46	5026.78	89	1.5^6X
2020/4/21 上午 9:33:09	3254.39	5023.81	90	1.5^6X
2020/4/21 上午 9:33:10	3255.42	5052.6	90	1.5^6X
2020/4/21 上午 9:33:11	3283.72	5090.32	91	1.5^6X
2020/4/21 上午 9:33:12	3284.21	5102.27	91	1.5^6X
2020/4/21 上午 9:33:13	3328.45	5139.5	91	1.5^6X
2020/4/21 上午 9:33:14	3328.45	5135.55	92	1.5^6X
2020/4/21 上午 9:33:15	3326.64	5154.41	93	1.5^6X
2020/4/21 上午 9:33:16	3362.27	5213.51	93	1.5^6X
2020/4/21 上午 9:33:17	3399.5	5258.25	94	1.5^6X
2020/4/21 上午 9:33:18	3403.5	5256.27	94	1.5^6X
2020/4/21 上午 9:33:19	3438.8	5324.31	94	1.5^6X
2020/4/21 上午 9:33:20	3437.77	5323.82	95	1.5^6X
2020/4/21 上午 9:33:21	3438.76	5343.17	95	1.5^6X
2020/4/21 上午 9:33:22	3473.07	5368.01	96	1.5^6X
2020/4/21 上午 9:33:23	3472.57	5378.92	96	1.5^6X
2020/4/21 上午 9:33:24	3513.31	5436.54	96	1.5^6X
2020/4/21 上午 9:33:25	3513.31	5421.18	96	1.5^6X
2020/4/21 上午 9:33:26	3507.34	5424.15	96	1.5^6X
2020/4/21 上午 9:33:27	3506.84	5425.63	97	1.5^6X
2020/4/21 上午 9:33:28	3552.56	5493.17	97	1.5^6X
2020/4/21 上午 9:33:29	3552.56	5494.16	98	1.5^6X
2020/4/21 上午 9:33:30	3563.02	5487.2	99	1.5^6X
2020/4/21 上午 9:33:31	3580.41	5540.87	99	1.5^6X
2020/4/21 上午 9:33:32	3624.64	5596.02	99	1.5^6X
2020/4/21 上午 9:33:33	3624.15	5606.93	99	1.5^6X
2020/4/21 上午 9:33:34	3610.72	5591.03	100	1.5^6X
2020/4/21 上午 9:33:35	3619.16	5601.94	100	1.5^6X
2020/4/21 上午 9:33:36	3658.42	5657.1	101	1.5^6X
2020/4/21 上午 9:33:37	3661.42	5659.56	101	1.5^6X
2020/4/21 上午 9:33:38	3694.71	5718.67	102	1.5^6X
2020/4/21 上午 9:33:39	3696.19	5721.19	102	1.5^6X
2020/4/21 上午 9:33:40	3729.96	5776.29	103	1.5^6X
2020/4/21 上午 9:33:41	3765.76	5829.96	104	1.5^6X
2020/4/21 上午 9:33:42	3765.76	5827.98	104	1.5^6X
2020/4/21 上午 9:33:43	3806.99	5886.1	104	1.5^6X
2020/4/21 上午 9:33:44	3807.48	5891.53	104	1.5^6X
2020/4/21 上午 9:33:45	3799.53	5888.57	105	1.5^6X
2020/4/21 上午 9:33:46	3799.53	5881.6	105	1.5^6X
2020/4/21 上午 9:33:47	3844.76	5938.73	106	1.5^6X
2020/4/21 上午 9:33:48	3845.75	5948.16	106	1.5^6X
2020/4/21 上午 9:33:49	3872.11	6005.29	107	1.5^6X
2020/4/21 上午 9:33:50	3908.39	6047.5	107	1.5^6X
2020/4/21 上午 9:33:51	3916.84	6050.96	107	1.5^6X
2020/4/21 上午 9:33:52	3914.86	6052.49	108	1.5^6X
2020/4/21 上午 9:33:53	3913.34	6061.43	108	1.5^6X
2020/4/21 上午 9:33:54	3948.64	6118.56	108	1.5^6X
2020/4/21 上午 9:33:55	3951.6	6108.58	109	1.5^6X
2020/4/21 上午 9:33:56	3986.9	6164.23	109	1.5^6X
2020/4/21 上午 9:33:57	3986.9	6175.68	109	1.5^6X
2020/4/21 上午 9:33:58	3987.4	6176.18	109	1.5^6X
2020/4/21 上午 9:33:59	3984.92	6167.73	110	1.5^6X
2020/4/21 上午 9:34:00	3984.92	6166.75	110	1.5^6X
2020/4/21 上午 9:34:01	4026.15	6228.32	110	1.5^6X
2020/4/21 上午 9:34:02	4026.65	6232.26	111	1.5^6X
2020/4/21 上午 9:34:03	4026.15	6240.71	111	1.5^6X
2020/4/21 上午 9:34:04	4054.49	6282.48	111	1.5^6X
2020/4/21 上午 9:34:05	4054.04	6280.95	112	1.5^6X
2020/4/21 上午 9:34:06	4064.91	6284.46	112	1.5^6X
2020/4/21 上午 9:34:07	4100.71	6342.57	112	1.5^6X
2020/4/21 上午 9:34:08	4091.77	6344.54	112	1.5^6X
2020/4/21 上午 9:34:09	4091.73	6340.6	112	1.5^6X
2020/4/21 上午 9:34:10	4099.22	6340.6	113	1.5^6X
2020/4/21 上午 9:34:12	4130.53	6398.71	113	1.5^6X
2020/4/21 上午 9:34:13	4132.01	6405.13	113	1.5^6X
2020/4/21 上午 9:34:14	4134.48	6403.15	114	1.5^6X
2020/4/21 上午 9:34:15	4170.77	6449.37	114	1.5^6X
2020/4/21 上午 9:34:16	4170.28	6448.88	114	1.5^6X
2020/4/21 上午 9:34:17	4170.28	6461.76	114	1.5^6X
2020/4/21 上午 9:34:18	4169.29	6461.76	115	1.5^6X
2020/4/21 上午 9:34:19	4169.29	6453.32	116	1.5^6X
2020/4/21 上午 9:34:20	4211.01	6507.48	116	1.5^6X
2020/4/21 上午 9:34:21	4245.82	6571.57	117	1.5^6X
2020/4/21 上午 9:34:22	4243.8	6574.04	117	1.5^6X
2020/4/21 上午 9:34:23	4276.09	6631.17	117	1.5^6X
2020/4/21 上午 9:34:24	4284.04	6621.19	117	1.5^6X
2020/4/21 上午 9:34:25	4283.59	6619.71	117	1.5^6X
2020/4/21 上午 9:34:26	4266.16	6629.14	117	1.5^6X
2020/4/21 上午 9:34:27	4274.11	6631.17	118	1.5^6X
2020/4/21 上午 9:34:28	4272.14	6625.19	119	1.5^6X
2020/4/21 上午 9:34:29	4325.81	6674.92	119	1.5^6X
2020/4/21 上午 9:34:30	4364.07	6762.31	119	1.5^6X
2020/4/21 上午 9:34:31	4365.55	6769.22	119	1.5^6X
2020/4/21 上午 9:34:32	4365.06	6769.22	120	1.5^6X
2020/4/21 上午 9:34:33	4375.48	6765.76	120	1.5^6X
2020/4/21 上午 9:34:34	4410.78	6822.89	121	1.5^6X
2020/4/21 上午 9:34:35	4404.81	6824.37	121	1.5^6X
2020/4/21 上午 9:34:36	4441.59	6883.47	122	1.5^6X
2020/4/21 上午 9:34:37	4482.82	6942.08	122	1.5^6X
2020/4/21 上午 9:34:38	4482.32	6941.09	122	1.5^6X
2020/4/21 上午 9:34:39	4478.86	6934.13	122	1.5^6X
2020/4/21 上午 9:34:40	4478.37	6935.61	123	1.5^6X
2020/4/21 上午 9:34:41	4480.35	6944.05	124	1.5^6X
2020/4/21 上午 9:34:42	4516.63	7001.18	124	1.5^6X
2020/4/21 上午 9:34:43	4552.88	7051.89	124	1.5^6X
2020/4/21 上午 9:34:44	4553.42	7044.44	124	1.5^6X
2020/4/21 上午 9:34:45	4550.9	7048.88	124	1.5^6X
2020/4/21 上午 9:34:46	4550.41	7056.34	125	1.5^6X
2020/4/21 上午 9:34:47	4557.86	7055.35	126	1.5^6X
2020/4/21 上午 9:34:48	4593.16	7102.55	126	1.5^6X
2020/4/21 上午 9:34:49	4622.45	7159.13	127	1.5^6X
2020/4/21 上午 9:34:50	4621.95	7170.59	127	1.5^6X
2020/4/21 上午 9:34:51	4668.21	7228.7	127	1.5^6X
2020/4/21 上午 9:34:52	4668.7	7217.25	128	1.5^6X
2020/4/21 上午 9:34:53	4660.22	7215.77	128	1.5^6X
2020/4/21 上午 9:34:54	4694.53	7273.88	129	1.5^6X
2020/4/21 上午 9:34:55	4708.95	7284.84	129	1.5^6X
2020/4/21 上午 9:34:56	4740.25	7341.97	129	1.5^6X
2020/4/21 上午 9:34:57	4740.25	7331.01	130	1.5^6X
2020/4/21 上午 9:34:59	4760.1	7391.1	130	1.5^6X
2020/4/21 上午 9:35:00	4776	7400.09	130	1.5^6X
2020/4/21 上午 9:35:01	4774.52	7391.1	130	1.5^6X
2020/4/21 上午 9:35:02	4773.53	7389.12	131	1.5^6X
2020/4/21 上午 9:35:03	4809.32	7450.74	131	1.5^6X
2020/4/21 上午 9:35:04	4807.35	7454.2	132	1.5^6X
2020/4/21 上午 9:35:05	4844.09	7511.33	132	1.5^6X
2020/4/21 上午 9:35:06	4848.08	7502.39	132	1.5^6X
2020/4/21 上午 9:35:07	4849.07	7482.54	132	1.5^6X
2020/4/21 上午 9:35:08	4841.62	7507.32	132	1.5^6X
2020/4/21 上午 9:35:09	4841.12	7511.33	133	1.5^6X
2020/4/21 上午 9:35:10	4849.57	7504.86	133	1.5^6X
2020/4/21 上午 9:35:11	4886.84	7557.49	134	1.5^6X
2020/4/21 上午 9:35:12	4875.93	7563.46	134	1.5^6X
2020/4/21 上午 9:35:13	4914.15	7625.09	135	1.5^6X
2020/4/21 上午 9:35:15	4959.87	7677.23	135	1.5^6X
2020/4/21 上午 9:35:16	4953.45	7674.26	135	1.5^6X
2020/4/21 上午 9:35:17	4952.95	7678.21	136	1.5^6X
2020/4/21 上午 9:35:18	4993.69	7739.29	137	1.5^6X
2020/4/21 上午 9:35:19	4993.69	7735.34	137	1.5^6X
2020/4/21 上午 9:35:20	5028.94	7789.51	137	1.5^6X
2020/4/21 上午 9:35:21	5029.93	7791.48	137	1.5^6X
2020/4/21 上午 9:35:22	5029.44	7794.44	138	1.5^6X
2020/4/21 上午 9:35:23	5028.94	7793.95	138	1.5^6X
2020/4/21 上午 9:35:24	5064.74	7847.13	139	1.5^6X
2020/4/21 上午 9:35:25	5066.72	7843.62	139	1.5^6X
2020/4/21 上午 9:35:26	5103.99	7906.23	140	1.5^6X
2020/4/21 上午 9:35:27	5100.04	7908.2	140	1.5^6X
2020/4/21 上午 9:35:28	5135.3	7962.81	140	1.5^6X
2020/4/21 上午 9:35:29	5142.26	7958.86	140	1.5^6X
2020/4/21 上午 9:35:31	5141.76	7959.85	141	1.5^6X
2020/4/21 上午 9:35:32	5169.61	8021.91	141	1.5^6X
2020/4/21 上午 9:35:33	5180.03	8016.98	141	1.5^6X
2020/4/21 上午 9:35:34	5181.01	8017.47	142	1.5^6X
2020/4/21 上午 9:35:35	5206.88	8078.54	142	1.5^6X
2020/4/21 上午 9:35:37	5207.87	8076.08	142	1.5^6X
2020/4/21 上午 9:35:37	5215.33	8075.58	143	1.5^6X
2020/4/21 上午 9:35:38	5215.82	8073.61	143	1.5^6X
2020/4/21 上午 9:35:40	5246.14	8134.68	144	1.5^6X
2020/4/21 上午 9:35:40	5247.62	8139.18	144	1.5^6X
2020/4/21 上午 9:35:42	5286.87	8190.33	145	1.5^6X
2020/4/21 上午 9:35:43	5286.38	8187.37	145	1.5^6X
2020/4/21 上午 9:35:44	5322.13	8245.48	145	1.5^6X
2020/4/21 上午 9:35:45	5322.62	8252.39	145	1.5^6X
2020/4/21 上午 9:35:46	5319.16	8243.46	146	1.5^6X
2020/4/21 上午 9:35:47	5319.16	8243.46	146	1.5^6X
2020/4/21 上午 9:35:49	5362.41	8307.05	147	1.5^6X
2020/4/21 上午 9:35:50	5362.41	8311	147	1.5^6X
2020/4/21 上午 9:35:51	5389.23	8355.74	147	1.5^6X
2020/4/21 上午 9:35:52	5400.68	8365.66	147	1.5^6X
2020/4/21 上午 9:35:53	5399.15	8368.13	147	1.5^6X
2020/4/21 上午 9:35:54	5391.7	8359.69	148	1.5^6X
2020/4/21 上午 9:35:56	5428.48	8416.32	148	1.5^6X
2020/4/21 上午 9:35:57	5435.93	8426.74	149	1.5^6X
2020/4/21 上午 9:35:58	5470.74	8483.37	149	1.5^6X
2020/4/21 上午 9:35:59	5466.74	8479.42	150	1.5^6X
2020/4/21 上午 9:36:00	5467.24	8472.95	150	1.5^6X
2020/4/21 上午 9:36:01	5505.01	8537.54	150	1.5^6X
2020/4/21 上午 9:37:59	5505.01	8537.54	150	1.5^7X
2020/4/21 上午 9:38:00	6600.08	10108.6	150	1.5^7X
2020/4/21 上午 9:38:01	6616.47	10125.48	0	1.5^7X
2020/4/21 上午 9:38:02	389.57	2.43	0	1.5^7X
2020/4/21 上午 9:38:03	0	0	0	1.5^7X
2020/4/21 上午 9:38:04	0	0	0	1.5^7X
2020/4/21 上午 9:38:05	0	0	0	1.5^7X
2020/4/21 上午 9:38:06	0	0	1	1.5^7X
2020/4/21 上午 9:38:07	19.35	0	1	1.5^7X
2020/4/21 上午 9:38:08	41.23	62.61	1	1.5^7X
2020/4/21 上午 9:38:09	41.23	62.61	1	1.5^7X
2020/4/21 上午 9:38:10	41.23	62.61	1	1.5^7X
2020/4/21 上午 9:38:11	41.23	62.61	2	1.5^7X
2020/4/21 上午 9:38:12	41.23	62.11	2	1.5^7X
2020/4/21 上午 9:38:13	84.97	129.66	2	1.5^7X
2020/4/21 上午 9:38:15	84.97	129.66	2	1.5^7X
2020/4/21 上午 9:38:16	84.97	129.66	2	1.5^7X
2020/4/21 上午 9:38:17	84.97	128.67	3	1.5^7X
2020/4/21 上午 9:38:18	129.21	196.22	3	1.5^7X
2020/4/21 上午 9:38:19	129.21	197.2	4	1.5^7X
2020/4/21 上午 9:38:20	172.91	264.26	4	1.5^7X
2020/4/21 上午 9:38:21	172.91	263.27	5	1.5^7X
2020/4/21 上午 9:38:44	210.19	330.81	5	1.5^7X
2020/4/21 上午 9:38:45	210.19	330.81	5	1.5^7X
2020/4/21 上午 9:38:46	217.15	330.32	5	1.5^7X
2020/4/21 上午 9:38:47	217.15	330.81	6	1.5^7X
2020/4/21 上午 9:38:48	217.64	331.31	6	1.5^7X
2020/4/21 上午 9:38:49	217.64	331.31	7	1.5^7X
2020/4/21 上午 9:38:50	217.15	331.31	7	1.5^7X
2020/4/21 上午 9:38:51	217.15	331.31	7	1.5^7X
2020/4/21 上午 9:38:52	217.15	331.31	7	1.5^7X
2020/4/21 上午 9:38:58	217.15	331.31	7	1.5^7X
2020/4/21 上午 9:38:59	217.15	331.31	7	1.5^7X
2020/4/21 上午 9:39:00	217.15	330.32	7	1.5^7X
2020/4/21 上午 9:39:01	217.15	330.81	8	1.5^7X
2020/4/21 上午 9:39:02	350.31	533.45	8	1.5^7X
2020/4/21 上午 9:39:03	349.32	533.45	8	1.5^7X
2020/4/21 上午 9:39:04	350.31	531.97	8	1.5^7X
2020/4/21 上午 9:39:05	350.31	532.46	8	1.5^7X
2020/4/21 上午 9:39:06	349.32	533.45	8	1.5^7X
2020/4/21 上午 9:39:07	349.32	533.45	9	1.5^7X
2020/4/21 上午 9:39:08	395	600.99	9	1.5^7X
2020/4/21 上午 9:39:09	395	600.99	10	1.5^7X
2020/4/21 上午 9:39:10	437.76	668.09	10	1.5^7X
2020/4/21 上午 9:39:11	437.76	667.6	10	1.5^7X
2020/4/21 上午 9:39:12	438.74	668.09	10	1.5^7X
2020/4/21 上午 9:39:13	450.69	683.99	11	1.5^7X
2020/4/21 上午 9:39:14	482.98	735.64	12	1.5^7X
2020/4/21 上午 9:39:15	527.67	800.72	12	1.5^7X
2020/4/21 上午 9:39:16	526.19	800.72	12	1.5^7X
2020/4/21 上午 9:39:17	526.19	802.2	12	1.5^7X
2020/4/21 上午 9:39:18	571.91	856.8	13	1.5^7X
2020/4/21 上午 9:39:19	571.91	870.73	14	1.5^7X
2020/4/21 上午 9:39:20	614.62	935.31	14	1.5^7X
2020/4/21 上午 9:39:21	637.48	997.37	15	1.5^7X
2020/4/21 上午 9:39:22	659.35	1005.32	15	1.5^7X
2020/4/21 上午 9:39:23	657.38	1002.36	15	1.5^7X
2020/4/21 上午 9:39:24	675.75	1003.84	16	1.5^7X
2020/4/21 上午 9:39:25	704.58	1069.91	16	1.5^7X
2020/4/21 上午 9:39:38	965.92	1473.25	22	1.5^7X
2020/4/21 上午 9:39:39	1014.16	1544.74	23	1.5^7X
2020/4/21 上午 9:39:39	849.69	1339.64	20	1.5^7X
2020/4/21 上午 9:39:39	745.81	1147.92	18	1.5^7X
2020/4/21 上午 9:39:39	926.17	1417.61	22	1.5^7X
2020/4/21 上午 9:39:39	877.49	1341.62	21	1.5^7X
2020/4/21 上午 9:39:40	1014.16	1543.76	23	1.5^7X
2020/4/21 上午 9:39:40	926.17	1405.16	21	1.5^7X
2020/4/21 上午 9:39:40	879.96	1342.6	20	1.5^7X
2020/4/21 上午 9:39:40	793.5	1208.01	18	1.5^7X
2020/4/21 上午 9:39:40	967.94	1477.69	22	1.5^7X
2020/4/21 上午 9:39:41	716.48	1095.73	17	1.5^7X
2020/4/21 上午 9:39:41	1055.39	1608.83	24	1.5^7X
2020/4/21 上午 9:39:41	793.5	1226.87	19	1.5^7X
2020/4/21 上午 9:39:42	1056.87	1611.8	24	1.5^7X
2020/4/21 上午 9:39:42	747.29	1140.47	17	1.5^7X
2020/4/21 上午 9:39:42	835.27	1272.59	19	1.5^7X
2020/4/21 上午 9:39:43	1100.12	1678.35	25	1.5^7X
2020/4/21 上午 9:39:44	1100.12	1678.9	25	1.5^7X
2020/4/21 上午 9:39:45	1105.55	1678.41	26	1.5^7X
2020/4/21 上午 9:39:46	1146.83	1741.95	26	1.5^7X
2020/4/21 上午 9:39:47	1165.69	1751.87	27	1.5^7X
2020/4/21 上午 9:39:48	1188.55	1814.48	28	1.5^7X
2020/4/21 上午 9:39:49	1234.76	1882.03	28	1.5^7X
2020/4/21 上午 9:39:50	1233.28	1882.52	28	1.5^7X
2020/4/21 上午 9:39:51	1232.74	1881.53	29	1.5^7X
2020/4/21 上午 9:39:52	1279.99	1945.62	30	1.5^7X
2020/4/21 上午 9:39:53	1296.88	1990.8	30	1.5^7X
2020/4/21 上午 9:39:54	1321.22	2018.1	30	1.5^7X
2020/4/21 上午 9:39:55	1318.21	2006.2	30	1.5^7X
2020/4/21 上午 9:39:56	1355.98	2061.36	31	1.5^7X
2020/4/21 上午 9:39:57	1368.42	2084.71	32	1.5^7X
2020/4/21 上午 9:39:58	1410.14	2145.79	32	1.5^7X
2020/4/21 上午 9:39:59	1412.12	2151.76	32	1.5^7X
2020/4/21 上午 9:40:00	1439.97	2178.08	33	1.5^7X
2020/4/21 上午 9:40:01	1453.39	2213.83	33	1.5^7X
2020/4/21 上午 9:40:02	1454.38	2213.33	33	1.5^7X
2020/4/21 上午 9:40:03	1457.35	2219.8	34	1.5^7X
2020/4/21 上午 9:40:04	1498.08	2286.36	34	1.5^7X
2020/4/21 上午 9:40:05	1502.08	2319.64	35	1.5^7X
2020/4/21 上午 9:40:06	1544.3	2350.94	35	1.5^7X
2020/4/21 上午 9:40:07	1539.36	2353.9	36	1.5^7X
2020/4/21 上午 9:40:08	1590.02	2405.06	36	1.5^7X
2020/4/21 上午 9:40:09	1590.02	2421.94	37	1.5^7X
2020/4/21 上午 9:40:10	1630.75	2489.98	37	1.5^7X
2020/4/21 上午 9:40:11	1630.75	2484.55	38	1.5^7X
2020/4/21 上午 9:40:12	1678.49	2554.56	38	1.5^7X
2020/4/21 上午 9:40:13	1678.49	2557.08	38	1.5^7X
2020/4/21 上午 9:40:15	1672.03	2549.63	38	1.5^7X
2020/4/21 上午 9:40:15	1677.95	2550.61	39	1.5^7X
2020/4/21 上午 9:40:16	1723.18	2618.16	40	1.5^7X
2020/4/21 上午 9:40:17	1753.5	2650.94	40	1.5^7X
2020/4/21 上午 9:40:18	1763.42	2692.17	40	1.5^7X
2020/4/21 上午 9:40:19	1766.92	2690.69	41	1.5^7X
2020/4/21 上午 9:40:20	1811.12	2755.77	41	1.5^7X
2020/4/21 上午 9:40:21	1807.17	2768.65	42	1.5^7X
2020/4/21 上午 9:40:23	1851.9	2826.27	42	1.5^7X
2020/4/21 上午 9:40:24	1866.27	2860.54	43	1.5^7X
2020/4/21 上午 9:40:25	1895.1	2893.82	43	1.5^7X
2020/4/21 上午 9:40:25	1911.5	2913.72	44	1.5^7X
2020/4/21 上午 9:40:27	1944.28	2953.91	45	1.5^7X
2020/4/21 上午 9:40:28	1980.08	3013.56	45	1.5^7X
2020/4/21 上午 9:40:29	1983.54	3028.96	46	1.5^7X
2020/4/21 上午 9:40:30	2024.32	3071.18	46	1.5^7X
2020/4/21 上午 9:40:31	2029.26	3102.92	47	1.5^7X
2020/4/21 上午 9:40:32	2076.46	3156.1	48	1.5^7X
2020/4/21 上午 9:40:33	2096.35	3222.16	48	1.5^7X
2020/4/21 上午 9:40:34	2116.21	3232.09	48	1.5^7X
2020/4/21 上午 9:40:35	2111.26	3227.59	49	1.5^7X
2020/4/21 上午 9:40:36	2164.44	3252.43	49	1.5^7X
2020/4/21 上午 9:40:37	2165.43	3291.68	50	1.5^7X
2020/4/21 上午 9:40:38	2204.19	3354.79	50	1.5^7X
2020/4/21 上午 9:40:39	2206.66	3373.15	51	1.5^7X
2020/4/21 上午 9:40:40	2250.9	3434.72	52	1.5^7X
2020/4/21 上午 9:40:41	2285.16	3486.91	52	1.5^7X
2020/4/21 上午 9:40:42	2293.61	3499.8	53	1.5^7X
2020/4/21 上午 9:40:43	2342.29	3567.4	53	1.5^7X
2020/4/21 上午 9:40:44	2342.79	3560.43	53	1.5^7X
2020/4/21 上午 9:40:45	2336.36	3568.88	54	1.5^7X
2020/4/21 上午 9:40:46	2355.23	3635.93	54	1.5^7X
2020/4/21 上午 9:40:47	2386.53	3628.96	55	1.5^7X
2020/4/21 上午 9:40:48	2396.95	3684.12	55	1.5^7X
2020/4/21 上午 9:40:49	2425.29	3705.45	56	1.5^7X
2020/4/21 上午 9:40:50	2434.23	3743.22	56	1.5^7X
2020/4/21 上午 9:40:51	2471.01	3764.55	56	1.5^7X
2020/4/21 上午 9:40:52	2470.02	3764.55	56	1.5^7X
2020/4/21 上午 9:40:53	2475.46	3767.07	57	1.5^7X
2020/4/21 上午 9:40:54	2492.88	3809.28	57	1.5^7X
2020/4/21 上午 9:40:55	2513.23	3840.53	58	1.5^7X
2020/4/21 上午 9:40:56	2533.12	3860.43	58	1.5^7X
2020/4/21 上午 9:40:57	2558.95	3890.21	58	1.5^7X
2020/4/21 上午 9:40:58	2562.94	3907.64	59	1.5^7X
2020/4/21 上午 9:40:59	2603.68	3963.72	59	1.5^7X
2020/4/21 上午 9:41:00	2605.66	3969.21	60	1.5^7X
2020/4/21 上午 9:41:01	2646.39	4033.3	61	1.5^7X
2020/4/21 上午 9:41:02	2650.88	4042.23	61	1.5^7X
2020/4/21 上午 9:41:03	2696.11	4109.78	61	1.5^7X
2020/4/21 上午 9:41:04	2690.13	4097.39	61	1.5^7X
2020/4/21 上午 9:41:05	2689.64	4103.8	62	1.5^7X
2020/4/21 上午 9:41:06	2715.96	4163.4	62	1.5^7X
2020/4/21 上午 9:41:07	2733.88	4177.32	62	1.5^7X
2020/4/21 上午 9:41:08	2737.34	4177.82	63	1.5^7X
2020/4/21 上午 9:41:09	2780.54	4244.37	63	1.5^7X
2020/4/21 上午 9:41:10	2779.06	4229.02	63	1.5^7X
2020/4/21 上午 9:41:11	2785.03	4243.39	64	1.5^7X
2020/4/21 上午 9:41:12	2795.95	4265.75	64	1.5^7X
2020/4/21 上午 9:41:13	2822.8	4313.45	65	1.5^7X
2020/4/21 上午 9:41:14	2860.08	4345.25	65	1.5^7X
2020/4/21 上午 9:41:15	2873.47	4376.99	66	1.5^7X
2020/4/21 上午 9:41:16	2896.82	4396.4	66	1.5^7X
2020/4/21 上午 9:41:17	2914.74	4449.03	66	1.5^7X
2020/4/21 上午 9:41:18	2910.74	4436.1	67	1.5^7X
2020/4/21 上午 9:41:19	2919.68	4490.76	68	1.5^7X
2020/4/21 上午 9:41:20	2966.88	4507.15	68	1.5^7X
2020/4/21 上午 9:41:21	3006.14	4577.16	68	1.5^7X
2020/4/21 上午 9:41:22	2991.27	4577.71	68	1.5^7X
2020/4/21 上午 9:41:23	2999.17	4583.63	69	1.5^7X
2020/4/21 上午 9:41:24	3039.95	4645.74	69	1.5^7X
2020/4/21 上午 9:41:25	3046.38	4641.25	70	1.5^7X
2020/4/21 上午 9:41:26	3093.58	4710.27	70	1.5^7X
